reviewId,content,clean_content,at,score
885ec76b-8a3b-44fd-a1b5-2e9ec91d3fda,kenapa dana tiba2 tidak bisa di akses,kenapa dana tiba tidak bisa di akses,2025-10-25 06:25:45,2
9e82004c-5d88-44c0-a0d4-2c5c13d8e97e,"oke, fleksibel",oke fleksibel,2025-10-25 06:22:03,5
f026288b-406f-4d08-9985-62a1f81b172d,luar biasa,luar biasa,2025-10-25 06:18:24,5
d66535f5-35f7-49e9-a0eb-1a9c8ccf1bce,good,good,2025-10-25 06:16:42,5
355f81e4-c38e-4920-bc8b-5b76b00c0b8e,sangat baik,sangat baik,2025-10-25 06:15:24,4
b48b262a-ecbd-4dd6-a2ee-cc28241c6868,sangat bagus untuk bertransaksi,sangat bagus untuk bertransaksi,2025-10-25 06:14:27,5
8cfd7c49-6f61-4dc0-8a1e-946d557b51de,mntap,mntap,2025-10-25 06:11:35,5
1539eb44-e040-40c3-a409-de2fa3a886a6,👍,,2025-10-25 06:11:16,5
d64c6c7a-7633-47e7-8c9e-16e10de9ff2e,dana tlol,dana tlol,2025-10-25 06:08:32,1
048274b6-243e-4d90-9a10-4b2b40528547,bagus,bagus,2025-10-25 06:07:33,5
1e236555-21f0-4826-86f6-c5385cb0c78d,gong banget duit gw ilang di apk ini😡,gong banget duit gw ilang di apk ini,2025-10-25 06:06:39,1
b2a5c443-8af5-4e77-8968-cba07bec004e,"kenapa DANA Paylater/DANA Cicil tidak bisa di gunakan admin, tolong di perbaiki lagi agar saya bisa mengunakan nya scand barcode",kenapa dana paylaterdana cicil tidak bisa di gunakan admin tolong di perbaiki lagi agar saya bisa mengunakan nya scand barcode,2025-10-25 06:05:00,1
78211513-1edb-4d58-93b9-4b459d160a26,knpa dana cicil ku GK bisa di gunakan..,knpa dana cicil ku gk bisa di gunakan,2025-10-25 06:01:47,5
8ad43ebc-d10c-4768-a27e-5b7dc3245ddc,luar biasa',luar biasa,2025-10-25 05:57:51,5
27032d1b-213b-4d78-bc58-692aee8715d8,mantap dah,mantap dah,2025-10-25 05:55:04,5
4284ab28-1911-4cc7-a10d-149537faef90,"nmbah kesini nmbah parah... ada kode otp jg,nomer yg dipakai itu gak selamanya aktif",nmbah kesini nmbah parah ada kode otp jgnomer yg dipakai itu gak selamanya aktif,2025-10-25 05:54:04,1
f1aafb03-8997-4e36-b6e1-48c3e4c65a8d,bagus,bagus,2025-10-25 05:50:07,5
c7179bab-c51a-4a9d-96a2-da4c23a6eef9,"mohon di perbaiki lagi sistem nya, gw sudah aktif transaksi dalam 6 bulan terakhir tapi fitur dana cicil belum keluar juga, udh sering saya laporkan ke pihak dana tapi alasan nya sama terus",mohon di perbaiki lagi sistem nya gw sudah aktif transaksi dalam bulan terakhir tapi fitur dana cicil belum keluar juga udh sering saya laporkan ke pihak dana tapi alasan nya sama terus,2025-10-25 05:46:47,3
32edd47a-8496-4618-8852-311a94600d32,"okelah asal, lancar,terjamin",okelah asal lancarterjamin,2025-10-25 05:43:14,5
e0f7b7db-a0ff-43c6-8c39-7b09cdbf9eff,sangat bagusnya,sangat bagusnya,2025-10-25 05:36:45,5
1880453e-a9fa-459a-8ad0-14afa15069b1,"dana saya tidak bisa di buka karena nomor hilang, harus otp, padahal biasanya pake wajah saja bisa, ada uang 1,5 juta, uang buat lahiran istri saya, astaghfirullah",dana saya tidak bisa di buka karena nomor hilang harus otp padahal biasanya pake wajah saja bisa ada uang juta uang buat lahiran istri saya astaghfirullah,2025-10-25 05:36:03,1
b1f68623-0b03-4ffb-91f6-264573beaa5d,bagus,bagus,2025-10-25 05:35:15,4
291f375a-24fd-47ff-bfb4-55a9d96ef1c4,transaksi lebih mudah,transaksi lebih mudah,2025-10-25 05:34:36,5
377142bc-9a6d-45ca-add4-7f2eaf356ca1,kenapa dana cicil saya tidak muncul saya sudah coba berkali kali mengajukan dana cicil tapi tida muncul muncul,kenapa dana cicil saya tidak muncul saya sudah coba berkali kali mengajukan dana cicil tapi tida muncul muncul,2025-10-25 05:31:08,1
ec25d380-3a9f-4865-8598-4c341cde1a18,banyak sekali bug saya tidak bisa login,banyak sekali bug saya tidak bisa login,2025-10-25 05:31:05,1
b4d4469c-a438-4a9b-af5d-db45167a5b0f,dana ga bisa di bukak bukak sudah 1 minggu lebih sudah lapor live chat juga smapai 3× laporan tapi gada tindakan amsih tidak bisa di bukak parahh dana ... kenapa kata sandi sudah sesuai malah tunggu 0 menit?? .. mohon respon bagaimana caranya,dana ga bisa di bukak bukak sudah minggu lebih sudah lapor live chat juga smapai laporan tapi gada tindakan amsih tidak bisa di bukak parahh dana kenapa kata sandi sudah sesuai malah tunggu menit mohon respon bagaimana caranya,2025-10-25 05:27:08,1
925b125a-fe30-48e7-9b53-4ad34a4df57f,cepat praktis dan hemat,cepat praktis dan hemat,2025-10-25 05:26:31,5
163f76b8-785c-4040-8a8f-2539047c1dc9,baik sangat,baik sangat,2025-10-25 05:22:40,5
c44777c1-a2bf-4962-8577-0d082378ee85,"kl ada bintang yang dibawah satu aja. gak banget pelayanan cs nya,g prnh ada solusi,voucher dana deal g bs dipake pdhl voucher beli 20rb. g tau kerjanya apa cs dan tim resolusi, g guna",kl ada bintang yang dibawah satu aja gak banget pelayanan cs nyag prnh ada solusivoucher dana deal g bs dipake pdhl voucher beli rb g tau kerjanya apa cs dan tim resolusi g guna,2025-10-25 05:21:12,1
04690cd2-6026-4c89-9469-a961bee75987,membantu,membantu,2025-10-25 05:19:07,5
d631f5ea-b588-4bf7-b9c7-396654df4c4b,sangat memuaskan apl Dana ini min,sangat memuaskan apl dana ini min,2025-10-25 05:17:40,5
b13001c2-d6fa-4799-8488-2f1fa844b74f,"OTP gak masuk masuk ke gmail.. gimna nih, nasip uang saya di DANA... no hp sesuai email sudah sesuai... chat di gmail gk ada balasan juga...",otp gak masuk masuk ke gmail gimna nih nasip uang saya di dana no hp sesuai email sudah sesuai chat di gmail gk ada balasan juga,2025-10-25 05:17:35,1
1a941a71-4b31-4c62-b31d-d69c5bb55adb,got....,got,2025-10-25 05:13:09,5
2544e84d-e241-4c0a-8770-e9e6e7a9104a,bisa ajukan dana cicil saya,bisa ajukan dana cicil saya,2025-10-25 05:12:55,5
f9698442-c9c2-4dc4-9747-82c168ce1328,mantap aplikasi ini,mantap aplikasi ini,2025-10-25 05:11:59,5
e9f34ecf-8fa1-4ca3-a75f-64e699d37a7e,knpa tidak muncul dana cicil padahal sudah lama menggunakan nyah sering transaksi.,knpa tidak muncul dana cicil padahal sudah lama menggunakan nyah sering transaksi,2025-10-25 05:11:53,5
a9fb1103-e6c7-4096-925d-c116cf6199ef,🫰🫰,,2025-10-25 05:10:51,3
555be195-032b-4a6c-bc7b-11cd7406f83c,bagus,bagus,2025-10-25 05:07:31,5
5b0a2fc5-ba92-45f4-b12e-c15403c0fe1a,mantap,mantap,2025-10-25 05:06:06,5
65cc6939-5ca1-4442-bd76-638f6ef461d8,oke,oke,2025-10-25 05:06:01,5
0b8021ce-6820-4dac-a15a-f2cc96d534cb,bagus,bagus,2025-10-25 05:03:25,4
323c9245-c119-478c-9619-02ccd642965f,"ga suka sama pelayanan cs,, + kalau tf ewallet suka ga sesuai nominal nih contohnya,, gw tf ke gopay 15.999 pas liat di gopay user,, masuknya cuman 14k tu apa???? buat rugi user aja!!",ga suka sama pelayanan cs kalau tf ewallet suka ga sesuai nominal nih contohnya gw tf ke gopay pas liat di gopay user masuknya cuman k tu apa buat rugi user aja,2025-10-25 05:01:46,3
4acc5e5a-59a7-493d-91b1-6036b41dadbe,sangqt membatu,sangqt membatu,2025-10-25 05:00:51,5
cd3a5f4b-a700-4c60-b08b-e11956bc2365,sekarang top up terkena biayaya lagi ehh tak cannn. kenapa yaa dulu endkk. jadi malas dah nak makainya lagi,sekarang top up terkena biayaya lagi ehh tak cannn kenapa yaa dulu endkk jadi malas dah nak makainya lagi,2025-10-25 05:00:02,1
02a339f2-7e64-4cf2-a0e0-299b1c266f09,Maksud apk dana ini apa sih... mau kirim uang harus di paksa pakai jalan pintas... giliran di pakai tidak bisa bisa kirim uang... tolong lah di benahi apk nya ini,maksud apk dana ini apa sih mau kirim uang harus di paksa pakai jalan pintas giliran di pakai tidak bisa bisa kirim uang tolong lah di benahi apk nya ini,2025-10-25 04:59:55,1
5bc5f402-0246-4a3c-a4e0-6155e455875e,bagus aman,bagus aman,2025-10-25 04:50:09,5
2f73b179-ea2f-475a-9fcd-86668c472c59,suka pakai dana. apalagi sekarang ada dana cicil bisa dipakai pas keperluan mendadak seperti bayar token listrik pas belum gajian,suka pakai dana apalagi sekarang ada dana cicil bisa dipakai pas keperluan mendadak seperti bayar token listrik pas belum gajian,2025-10-25 04:49:59,5
171fff72-ed3f-417d-aa5a-c06bb3ebb216,bgus lyananya,bgus lyananya,2025-10-25 04:48:01,5
f08404aa-fbfc-40d4-ba7e-d5712e06153e,"aplikasi mengecewakan , biasanya login cuma vertifikasi wajah sudah bisa ,tapi ini malah harus ada kode otp ,nomor sudah tidak aktif ,bagaimana cara biar bisa login ,mau bantuan diana ,masuk aja tidak bisa apalagi harus minta bantuan diana .sungguh kecewa.",aplikasi mengecewakan biasanya login cuma vertifikasi wajah sudah bisa tapi ini malah harus ada kode otp nomor sudah tidak aktif bagaimana cara biar bisa login mau bantuan diana masuk aja tidak bisa apalagi harus minta bantuan diana sungguh kecewa,2025-10-25 04:47:34,1
6595dc85-d646-4727-b4dd-1a4bce2d27ca,pengiriman cepat,pengiriman cepat,2025-10-25 04:46:19,5
2a5501d1-30be-45fb-8313-c68eb965ec2f,bagis,bagis,2025-10-25 04:43:46,5
906717f8-bcde-4939-94b6-d92b7da47a45,👍👍👍👍👍👍,,2025-10-25 04:41:41,5
c4eb4ff3-3bd2-425c-85dc-73255ed4478a,"Jangan mau pake apk ini,saldo saya nyangkut di sini pihak dana ga bertanggung jawab,",jangan mau pake apk inisaldo saya nyangkut di sini pihak dana ga bertanggung jawab,2025-10-25 04:40:55,1
621a16a5-ae46-4f41-a291-1e1c93c03d68,mudah untuk bertransaksi,mudah untuk bertransaksi,2025-10-25 04:39:00,5
299a01d9-d830-4076-9db9-34e5df9bdcee,bagus,bagus,2025-10-25 04:37:52,5
838dec13-1a17-4aa8-b017-583f2c1e75a4,mantap,mantap,2025-10-25 04:37:40,5
3a2052c7-3af9-4247-b9bf-3253e9ed007f,sangat membantu dan cepat secepat kilat,sangat membantu dan cepat secepat kilat,2025-10-25 04:36:48,5
9db75724-9fff-41cd-ba0b-b6d9da31e9bd,akun dana. ku di tangguhkan..tidak bukak dan tidak bisa chat Diana mintak solusinya,akun dana ku di tangguhkantidak bukak dan tidak bisa chat diana mintak solusinya,2025-10-25 04:36:42,5
73d5ac90-2d6a-465a-b24d-420118de6687,"apk lag terus , padahal koneksi internet lancar",apk lag terus padahal koneksi internet lancar,2025-10-25 04:35:26,1
cd17cb62-7160-41d6-bb87-840fe98f6067,mantaaaaapss!,mantaaaaapss,2025-10-25 04:34:10,5
0129cd4b-63b4-4b8c-b66c-b4c3873c01eb,"sinyal bagus kok tulisannya sinyal ada kendala,jaringan terputus",sinyal bagus kok tulisannya sinyal ada kendalajaringan terputus,2025-10-25 04:33:26,1
000e7d22-ebf2-4b1e-a365-ce04eff87136,enak bertransaksi,enak bertransaksi,2025-10-25 04:32:16,5
28dbe349-0df3-43cc-a817-2886dc98bdb4,aplikasi dana membantu,aplikasi dana membantu,2025-10-25 04:31:57,5
bf7eeae3-e75d-4a6a-9fbc-57414f130b9e,sangat baik dan sangat membantu 👍,sangat baik dan sangat membantu,2025-10-25 04:31:29,5
2eaeffc5-2363-4aa6-ba84-441082759b51,pokoknya buat temen temen jangan pake dana ya soalnya sinyalnya suka eror dan lama kekirim bahkan gak bisa,pokoknya buat temen temen jangan pake dana ya soalnya sinyalnya suka eror dan lama kekirim bahkan gak bisa,2025-10-25 04:28:44,1
785391e0-5a15-4ef4-ae9e-5283b50e6ebf,bagus,bagus,2025-10-25 04:28:03,5
48db16ff-8250-4756-8fac-4ab9d8d2f450,"DANA simple, cepat dan ekonomis",dana simple cepat dan ekonomis,2025-10-25 04:28:00,5
55ec51dd-74d7-4d09-b7f4-d650939a3ca8,"sangat bagus,",sangat bagus,2025-10-25 04:27:24,5
0ffbc641-ccb3-4d0b-b7b1-82e08d89f9c4,uang Saya gak bisa diambil masalah harus diupgrade setiap mau upgrade kendala terus gak ada solusinya,uang saya gak bisa diambil masalah harus diupgrade setiap mau upgrade kendala terus gak ada solusinya,2025-10-25 04:27:01,1
a463a5a9-421d-4a47-9962-078b68b1dc1c,puas,puas,2025-10-25 04:26:59,5
1406e4c7-f14a-4799-81f3-c0e2b6d332cb,"Sudah sering bertransaksi sejak lama, dan selalu diatas 3jt perbulan. saya mau ajukan fitur dana cicil, selalu tidak muncul fiturnya. Premium jelas sudah, transaksi selalu besar perbulan, udh sering lah pokoknya.",sudah sering bertransaksi sejak lama dan selalu diatas jt perbulan saya mau ajukan fitur dana cicil selalu tidak muncul fiturnya premium jelas sudah transaksi selalu besar perbulan udh sering lah pokoknya,2025-10-25 04:26:57,4
a0be92a0-ba73-413a-866b-c5179b4c254b,manap,manap,2025-10-25 04:25:41,5
e6990903-5035-4775-85cf-8e5212bb94e0,bagus,bagus,2025-10-25 04:23:57,5
37bbf1d8-574d-4537-aa03-c79f3d57ca49,sangat membantu,sangat membantu,2025-10-25 04:23:42,5
06c9f8ff-3df9-4aa7-9b49-f68e51a6f10d,"JANGAN PERNAH PAKE DANA LAGI, UANG GW LENYAP, PADAHAL STATUS BERHASIL TAPI GA MASUK KE REKENING PENERIMA, BENER-BENER APLIKASI PENIPUU BABIK!!!",jangan pernah pake dana lagi uang gw lenyap padahal status berhasil tapi ga masuk ke rekening penerima benerbener aplikasi penipuu babik,2025-10-25 04:22:32,1
5c83d6a6-46f6-4f6a-b5c7-1cf53ed396ee,mntap,mntap,2025-10-25 04:22:25,2
d329896a-491c-4afd-9900-70d01ac05fa2,bagus,bagus,2025-10-25 04:22:07,5
f668a0a0-a278-4f46-bb75-c6471d29649b,lebih ngeri nya lagi istri ( Natalia ) id dana uang nya raip. aplikasi dana untuk sekarang gak aman,lebih ngeri nya lagi istri natalia id dana uang nya raip aplikasi dana untuk sekarang gak aman,2025-10-25 04:20:31,1
4ee6feb4-571b-489f-9258-1da2f497e15a,heben,heben,2025-10-25 04:18:16,5
bff6b896-1196-477e-9527-43e9ba077062,baik,baik,2025-10-25 04:16:40,5
e8d62d2b-6fb5-4bc4-85a9-e918894023d1,dana ya katek isi,dana ya katek isi,2025-10-25 04:15:36,5
e14f7952-f661-4237-8613-1d3cc896b7e4,kenapa transaksi nya gk bisa di hapus,kenapa transaksi nya gk bisa di hapus,2025-10-25 04:12:58,1
9e65a046-4f07-4028-851b-c4f73c9179b3,belum lengkap fitur di dana q klo sudah lengkap AQ kasih 5 bintang. ☺️,belum lengkap fitur di dana q klo sudah lengkap aq kasih bintang,2025-10-25 04:11:34,2
a3dae48f-5b55-466f-a13f-dca7a7681ae8,"aplikasi kaya KON TOLL,top up 200k di Indomart gada error,di perangkat saya gada error juga saldo kaga masuk masuk hadehhh.bintang 1 aja ga layak tod",aplikasi kaya kon tolltop up k di indomart gada errordi perangkat saya gada error juga saldo kaga masuk masuk hadehhhbintang aja ga layak tod,2025-10-25 04:09:48,1
bb3ea45b-9809-497c-b6c0-1122b8835ec6,kenapa dana premium saya tidak bisa digunakan?disuruh upgrade terus tapi di pemberitahuan sudah berhasil upgrade....tetap nggak bisa digunakan.,kenapa dana premium saya tidak bisa digunakandisuruh upgrade terus tapi di pemberitahuan sudah berhasil upgradetetap nggak bisa digunakan,2025-10-25 04:09:16,5
3fa08f10-2e50-4743-b8fe-3af3b781284d,uang saya sering hilang,uang saya sering hilang,2025-10-25 04:09:03,3
94baf2e5-d5d6-49e3-abf1-f8e766068b2a,keren,keren,2025-10-25 04:08:47,5
c0cff457-5afc-4d4c-a5ec-02a4ab84d5db,bagus,bagus,2025-10-25 04:07:32,5
1b4f9fd4-b765-4f1f-9522-0a6d6f9b6f5d,inpo kok dana ku ngak login lagi ya,inpo kok dana ku ngak login lagi ya,2025-10-25 04:05:44,2
69bfcd09-f645-4498-acd7-8d93bf2776ee,no comen,no comen,2025-10-25 04:00:39,5
5d202871-87af-489e-b20e-1f8ef29b0c2f,sangat membantu,sangat membantu,2025-10-25 04:00:26,5
551eb33f-ca3c-4c46-86a1-f38072c63402,kenapa saya tidak bisa menggunakan dana cicil,kenapa saya tidak bisa menggunakan dana cicil,2025-10-25 03:59:32,3
f13342b0-2396-44d5-a1c2-11162c3a8bd5,top,top,2025-10-25 03:58:54,5
a629b825-a343-434e-a687-ccb2e21dbb63,nyimpen saldo di sini pada ilang gak jelas saldonya,nyimpen saldo di sini pada ilang gak jelas saldonya,2025-10-25 03:56:30,1
5f63accb-a688-43be-80ef-bced316e846b,baik,baik,2025-10-25 03:52:43,5
c98d0754-7451-468f-8a74-2c45856c5a45,sangat membantu saat transaksi,sangat membantu saat transaksi,2025-10-25 03:51:47,5
38050911-85e2-4ec7-9a75-83567afa0761,sangat memudahkan transaksi,sangat memudahkan transaksi,2025-10-25 03:49:16,5
f669111b-c3a8-429e-bee2-752e130b80e8,good job. sangat istimewa,good job sangat istimewa,2025-10-25 03:47:44,5
a26c1a1a-382a-4858-b839-f017c7b85e27,"Kembalikan uang saya, nomer udah betul Dan Sandi,Lagi disuruh Otp kartu saya udah mati,..Trus gimana??Chat diana Sama aja Bolak balik,GK jelas lama2",kembalikan uang saya nomer udah betul dan sandilagi disuruh otp kartu saya udah matitrus gimanachat diana sama aja bolak balikgk jelas lama,2025-10-25 03:44:41,1
b8a89855-ab2c-4819-8914-4964ea1e0f2e,sangat membantu dalam setiap kegiatan dan transaksi,sangat membantu dalam setiap kegiatan dan transaksi,2025-10-25 03:42:54,5
4def4dff-fa93-45d3-a984-da8c24e9b07a,"bagus,memudahkan pengguna",bagusmemudahkan pengguna,2025-10-25 03:42:10,5
f770ecb6-630c-40c6-ae35-22295b7f6ee4,sangat membantu,sangat membantu,2025-10-25 03:41:33,5
66716a53-ca9c-46f3-884c-3bdd3195f3d4,saya tidak mempunyai fitur dana cicil tolong di perbaiki,saya tidak mempunyai fitur dana cicil tolong di perbaiki,2025-10-25 03:41:09,1
b243f5a3-5250-465a-9028-c04f432db346,fitur dana paylaternya ndk ada muncul... kalo bisa yg udah upgrade ke premium fiturnya semua ada...,fitur dana paylaternya ndk ada muncul kalo bisa yg udah upgrade ke premium fiturnya semua ada,2025-10-25 03:38:48,5
d69bfa00-bf7b-4f56-8e2b-4270cc10cbc0,sangat membantu,sangat membantu,2025-10-25 03:38:28,4
45105903-3e24-49b6-a3ac-144741f0f7e6,transaksi bagus,transaksi bagus,2025-10-25 03:36:17,5
61b54d5a-e157-49fb-9314-a57531a15575,uang terpotong tanpa sepengetahuan saya,uang terpotong tanpa sepengetahuan saya,2025-10-25 03:35:14,1
58267ce9-16fc-48b5-9222-c198961232d3,Kecewa. Saya pengguna lama hampir setiap hari melakuakan transaksi. Tapi kenapa tadi saya saya tf ke rek. Status di dana sudh berhasil tapi belum ad masuk ke rek tujuan?? Malah suruh nunggu sabar dan sabar. Saya perlu uang itu danaaa tolonglah,kecewa saya pengguna lama hampir setiap hari melakuakan transaksi tapi kenapa tadi saya saya tf ke rek status di dana sudh berhasil tapi belum ad masuk ke rek tujuan malah suruh nunggu sabar dan sabar saya perlu uang itu danaaa tolonglah,2025-10-25 03:35:13,1
9b336ac4-53d2-40d5-8fba-2d81592ca7dc,aplikasi sering error,aplikasi sering error,2025-10-25 03:34:32,2
27084556-5ea5-4c9a-b02d-95528914c28c,saya kapan dapet dana cicil nya,saya kapan dapet dana cicil nya,2025-10-25 03:33:40,5
83ca874b-7554-4612-ba3f-40f3ae457d34,aktifkan akses dana cicil saya,aktifkan akses dana cicil saya,2025-10-25 03:31:21,5
7a25154e-aa38-4162-8499-563b4002a237,sangat berguna,sangat berguna,2025-10-25 03:31:11,5
f951e997-6be9-43e6-8fbc-580a73d8b332,alhamdulillah bagus,alhamdulillah bagus,2025-10-25 03:31:11,3
7b7ac0b8-6c24-40ab-aead-5470758a950d,bagus,bagus,2025-10-25 03:29:54,5
1aa7191d-bda8-4357-920b-9c45282af7e0,"ini knp sih klu mau login di beda hp ampun susah nya parah bgt ngga bisa ke buka mulu,pdhal yg di hp 1 nya udh di hps ttp aja susah masuk nya..ribeett bgt",ini knp sih klu mau login di beda hp ampun susah nya parah bgt ngga bisa ke buka mulupdhal yg di hp nya udh di hps ttp aja susah masuk nyaribeett bgt,2025-10-25 03:28:59,1
5d6c7b70-df04-4cdb-a252-1730850a9a97,mantap sangat mudah transaksi aman,mantap sangat mudah transaksi aman,2025-10-25 03:28:49,5
4cfd13e7-6ef6-4fc1-b2b8-7f8144dae3d5,sangat membantu,sangat membantu,2025-10-25 03:27:18,5
7d06d6d6-15f8-4cea-9419-c2acb905a4b3,good,good,2025-10-25 03:22:30,5
b1f0621d-600c-4ea6-831e-cccbf8c62cc4,Mudah dimanfaatkan dan sangat membantu,mudah dimanfaatkan dan sangat membantu,2025-10-25 03:21:00,5
