reviewId,content,annotator_1,annotator_2,label_final
2b27d1df-771a-4cc0-9d86-a85ac6d5701e,sanggat aman,positif,positif,positif
5fd2093e-9d10-4e23-b9c1-4b8810b270c8,"gajelas bgt tbtb duit kesedot gapake autentifikasi, dasar aplikasi ga aman, jlk bgt",negatif,negatif,negatif
7c6f60d4-2ff3-4209-9c77-0198fbd2245f,"Sumpah kesel bgt beberapa kali uang aku hilang gila, gmana sih ga amanah gini",negatif,negatif,negatif
ebd487ee-dfaf-414e-8a8d-8f5c59f08372,akun dana sudah preium tapi tidak bisa melakukan transfer alasan keamanan.tiba tiba malah di bekukan..lucu akun dana ini makin kesini,negatif,negatif,negatif
795ae009-b686-46d3-947f-a4a06295260a,nyaman,ambigu,ambigu,ambigu
ce99fefd-5884-4f24-9e1a-5bdf3f1ad55b,aman,positif,positif,positif
0b5d797b-1c60-4122-afdf-8a439c34b089,dana skrg knpa nggk bisa memverifikasi dngn wajah aja knpa harus pke fia sms atau kode dar Whatsap sedangkan Nomor dana yang terdaftar di akun ini udah hilng dan TDK ada aktif lgi,negatif,negatif,negatif
654b5568-085d-46ec-97df-42df1e68389b,"jelek bgt csnya udah lama ngadu lewat email ga di respond... padahal di suruh lapor email tapi ga di tanggapi sama sekali... ngadu kemana lagi,tiap ngeklaim reward a+ dibilang soal keamanan""... tapi pas chat admin lewat cs ga di tanggapi. gimana sih...",negatif,negatif,negatif
b427209b-55ea-4ce1-a8a3-6b885e7c132f,tidak usah instal dana daripada kalian merasakan sama seperti saya..baru top up ditingal bentar udah lenyap aja tu saldo parah bgt keamanan di dana ini..mana uang buat makan di ahir bulan...TOLOL,negatif,negatif,negatif
99ea9ffb-fe6a-47b5-9ad4-3fb5355c6dd8,HAPUS VERIFIKASI MUKA NYA GA GUNA!!!!!!!!,negatif,negatif,negatif
e8288e1a-7440-4e9b-8610-a855fb7e2f9e,simple praktis aman,positif,positif,positif
09c52073-694a-4293-8338-d6df088baff9,"maaf aplikasi yang mengecewakan, cukup sekali saja dan aplikasi ini ternyata tidak aman. mudah sekali dibobol tnpa sandi/pin!! hati-hati buat yg lain. aplikasi tidak amanah!",negatif,negatif,negatif
6025bc3a-2fec-4b9c-938b-70caa2d9eb55,Aman,positif,positif,positif
03717896-5593-4c9e-bd13-42143faba9b0,sangan mudah dan aman,positif,positif,positif
8160d815-d80a-4fc8-9397-2e71588bfb4e,"tidak bisa login dengan alasan gak jelas ,padahal di saldo lumayan",negatif,negatif,negatif
44deff7f-5606-4ea0-b4a4-c598215623ca,aplikasi sering macet gak nyaman,ambigu,ambigu,ambigu
d65aaf20-a0a3-4887-8f4a-5e488e79eb26,"aplikasi ga aman,tiba tiba sedot sendiri ilang 210.000",negatif,negatif,negatif
2de5c50f-fa77-40d3-be3a-31e8f997f57e,"aplikasi gak amanah, saya mencoba beli pulsa disini, pulsa nya gak masuk, saldo gw tetap kepotong",negatif,negatif,negatif
24ff19a3-5c8a-41dc-ae8f-2be3163374c1,nyaman,ambigu,ambigu,ambigu
96a530d3-9cd5-47e0-9cf7-faa256b8d6dd,kok bagian pindai nya ilang kenapa? tolong jawab..,ambigu,negatif,ambigu
f3095a91-5514-47f5-9d66-dfe40285d87e,Mudah dan aman,positif,positif,positif
951f8963-1899-41ef-a1c9-c69a9665b7aa,cepat dan amanah,positif,positif,positif
972ba12a-77e3-4abe-8813-cabb6573ab08,nomer saya sudah tidak aktif tidak bisa login caranya gimana,negatif,negatif,negatif
7149cfae-0bdd-4fdb-a3b4-16393132755a,sebenarnya si aman baguss.. tapi kenapa tidak ada koneksi internet trus pdhl datanya ada masih banyak,positif,positif,positif
ff0c231c-0d8a-45dd-81dd-959e23fc7976,"sangat baik,,jaga keamanan akun kami trimakasih",positif,positif,positif
c34083fa-e7be-4746-b1a4-bd47f1c30401,semoga fitur pinjaman keluar di akun saya,ambigu,ambigu,ambigu
edbb1743-e7b3-4384-bfc5-8b4b543af438,dana udah mulai gak aman.. saldo saya hilang tiba-tiba.. bertransaksi sendiri.. gak ada penanggung jawabnya.. payah..,negatif,negatif,negatif
6fbf787a-9a70-41d7-90bf-1033984c1c56,Tidak bisa login dikarenakan meminta kode otp kemarin sebelum update masih bisa login dengan pin dan wajah saja tapi sekarang setelah update diminta kode otp padahal di akun dana masih ada saldonya tolong diperbaiki,negatif,negatif,negatif
a626371a-5fdf-4a95-9989-9b8106ed375f,permudah login,ambigu,ambigu,ambigu
59aec248-fa29-4ec9-8e64-29d39fb0badf,"tolong email saya sudah berhari-hari tidak di respon karena di akun dana saya itu masih ada uangnya dan saya tidak bisa login akun dana saya, tolong respon email saya.",negatif,ambigu,negatif
087d8316-25d4-4f81-8cdd-344ef7445cc7,aplikasi penipu uang saya hilang 690000 tiba tiba hilang sudah dilaporkan pun masih belum di tanggapi sudah lebih satu Minggu saya atas nama JAYA SAHFUTRA merasa di rugikan dengan aplikasi yang tidak amanah ini,negatif,negatif,negatif
dc27ed78-e0df-4809-b3b8-e0d806a13407,"aplikasi sampah, uang saya dua kali lenyap dari transaksi yang gapernah saya lakukan, keamanannya kaya taik",negatif,negatif,negatif
5255f13f-8018-420f-bf71-77430cff8044,dana sekarang susah.mau masuk aja mesti verifikasi email.padahal verifikasi ke nomor telfon sudah cukup. mana email lupa sandi ..jd gak bisa masuk,negatif,ambigu,negatif
85c7e88a-d725-4ece-bc9b-3bb8c92b7e8d,transaksi cepat dan nyaman,ambigu,ambigu,ambigu
981e1907-32f7-4aba-8ef2-cdba562132ba,dana sekarang tidak aman banget,negatif,negatif,negatif
9f1a9dff-6703-4a94-9912-a02487d736d9,mau ambil uang verifikasi aja nunggu max 2 hari padahal uang mau di pake kan ajng,negatif,negatif,negatif
9c0f7ed0-b1fa-4663-92f6-3d45b95951b6,sangat nyaman,ambigu,ambigu,ambigu
3fb9afe1-58f2-4535-b001-18025d39cd93,aman,positif,positif,positif
1db009de-9d3b-46c2-8c3a-34d9f42df2e6,"aplikasi gak guna baru aja download suruh masukan pin gak bisa, pencet lupa pun juga gak bisa, verifikasi wajah juga gak bisa padahal apa yang aku lakukan udah bener. aplikasi tolol, blog, gak guna buat apa aplikasi tolol ini di buat sebuah bag dalam aplikasi tolol, sudah lah ku hapus aja buat apa di download kalau gak punya akun dana, hapus saja lol",negatif,negatif,negatif
1d1b5938-7449-4460-b6cc-ecff301c8f12,aman dan terpercaya,positif,positif,positif
2f667883-cdcd-4fbf-9ce2-b05fcd931939,"susah banget cuma mau login dana di hp baru, hp lama saya hilang di curi, tolong lahh kasih di permudah kan udah login lewat KTP masih aja di persulit",negatif,negatif,negatif
4dbbfe2d-c199-401a-b653-a1e06f9fbbfd,mantapp amann,positif,positif,positif
de87a6ff-ec04-4dbc-bf07-e08402814637,ada gangguan yah kok tidak dapan login,ambigu,ambigu,ambigu
12f7e45d-a7ba-43d9-9b80-f1bcd84f4998,"sering terjadi transaksi gk jelas tanpa memasukkan pin. tolong dong apapun jenis transaksi nya, harus masukkan pin, kalo gini yg rugi kami. pihak dana tidak ada tanggung jawabnya sama sekali. tolong untuk ulasan saya ini di tindak lanjuti d3mi kenyaman pengguna dana. paling gak ada layanan call center dong, supaya tanggung jawab kalian ada sedikit",negatif,negatif,negatif
eba92f00-02a8-4b12-938b-df99d00d53c9,"Terima kasih dana, berkat pembaruan apk menabah verifikasi wajah jadi tidak bisa masuk akun saya dan selamat apk anda paling busuk tidak bermutu",negatif,negatif,negatif
dffbb1a5-34c4-4238-914d-601574441ef4,aman,positif,positif,positif
22bda363-802a-4764-a5bc-441b8afaeff3,aplikasi nya bagus tampilan juga keren udh terdaftar di OJK jadi aman fitur fitur nya jg banyak mau byr apa aja mudah dan cepat,positif,positif,positif
c47547d3-a78d-4904-851b-c6aaccecfc44,"aman dan nyaman bos, pake DANA",positif,positif,positif
dcc27f6c-9da6-4d44-b03b-01dee3a2c1ff,aman banget .puas banget dengan layanan nya .mudah untuk di gunakan dan gratis buat kirim ke banx mana aja 😍😍😍,positif,positif,positif
2a1f5b3b-160f-4255-88b4-8d85a6ee90c0,"Aplikasinya bahaya, hati-hati... bisa bisanya saldo berkurang dengan sendiri, saya gak ada buka aplikasi dana seharian, dan tiba² ada transaksi yg gak di kenal, gak aman banget, plis gak usah pake dana lagi",negatif,negatif,negatif
58ac0a63-7db4-42f9-8cc2-b840b792fcfa,aplikasi pembayaran ternyaman,ambigu,ambigu,ambigu
28acbcf6-7da7-495d-a5f3-caecbcf6aa0b,"Sangat bagus,dan aman untuk menyimpan uang..",positif,positif,positif
841f5ead-fae9-4850-ad52-4226cd04ae4e,males banget saya ga bisa masuk ke akun saya sendiri cuma gara gara otp soalnya kartu saya udah mati tapi kan dana vizz saya on muka saya ke scan jadi beneran yang punya akun loh yang mau login malah ga bisa muka saya loh itu yang kescan udah centang malah otp tolong lah diperbaiki dikit dikit otp,negatif,negatif,negatif
88c65de0-dfd0-47a2-9975-7425f9ea80c8,tolong bantu an nya saya gak bisa masuk akun syaa karean butuh kode otp wa sedangkan wa di nomer dana Sudah ga aktif,negatif,negatif,negatif
ee14bb72-0d88-42b5-96ca-1488d2b8a981,"bermanfaat sekali,, memudahkan transaksi. sangat praktis dan aman",positif,positif,positif
ffaaf717-59d7-4d51-8d89-91bba7afd819,"harus di laporin nih yang kaya gini yang bikin duit hilang terus gx jelas dari google. mana gx punya duit lagi tiba"" hilang gtu aja mau makan aja g bisa gara"" aplikasi gx jelas ngambil duit gtu aja uninstal aja aplikasi nya klo gx aman nyimpen duit di sini gmna sih",negatif,negatif,negatif
8fe1362c-d1bf-4538-b5e2-02ed47a114a1,pengalaman yang sangat luar biasa dan menghadapi tantangan yg di adakan pada orang yang menghasilkan suatu kemajuan dan perkembangan yang luar biasa yg telah berjuang untuk mendapatkan hasil yg lebih baik,ambigu,ambigu,ambigu
a646453b-2766-4605-81dd-daf300513acb,tingkatkan keamanan,negatif,negatif,negatif
d21f54ff-a3ba-41c8-8a41-607781dc2dd6,sensi kurang pengamanan,negatif,negatif,negatif
7d30ea82-17ea-4b5b-9c33-1909e924cb53,aplikasi yang sangat buruk yg saya kenal. lupa pin masa GK bisa kirim otp ke wa . trus tiba tiba danavis saya dinonaktifkan. tiba tiba padaal KA udah premium ada KTP tapi dipersulit. ...,negatif,negatif,negatif
3ca5bf67-520b-4557-872c-8802f6cc7b84,sangat membantu dalam transaksi tapi klo kirim pakek QR khusus nya QR judol hati hati bisa ke hack,positif,negatif,positif
397a1221-e456-4a51-972b-fb45c65bef8f,Aplikasi ini tidak di sarankan... keamanan sangat buruk saya membenci aplikasi ini...saya ada pengalaman buruk di tanggal 2 Juni 2025 akun saya secara tidak sengaja terhubung ke aplikasi my Telkomsel Alhasil saldo saya di tarik tanpa sepengetahuan dari saya... aplikasi yang mudah di hack,negatif,negatif,negatif
338c9127-e7be-49e0-8a80-60ff44425255,sangat mudah dan aman,positif,positif,positif
a89dd679-f205-42c7-9ff1-1780fea28c78,aman,positif,positif,positif
d3a3e8f5-9678-4bbf-83d9-3cb446791456,nyaman,ambigu,ambigu,ambigu
31c048cc-1957-4314-bf83-bc69dd5b99ec,tolong permudah dapat pinjaman,ambigu,ambigu,ambigu
a4194ade-9f7e-478f-9d50-61f081a14b09,semoga selalu aman,positif,positif,positif
93bf8337-87a7-4a64-b12c-603753e55281,Saya ingin lebih ketat lagi ya🙏🏻 di bidang keamanannya & untuk transaksinya. 🙏🏻😭,positif,negatif,positif
00bac301-3224-4b8d-abba-a90cbf0e4f9d,sangat aman apk nya,positif,positif,positif
a556064a-49d8-45cc-bedf-09211aba90b3,aman tepat,positif,positif,positif
6160b84c-c195-41a0-8585-81e14f3f59bb,"Aplikasi ini yang mudah diretas oleh para hacker.. sehingga uang saya hilang, dan suka membayar secara otomatis tanpa ada aprove dari saya",negatif,negatif,negatif
80da5b93-6eb4-4846-ade3-81e2f991a8ad,masih kurang aman kadang ada transaksi tidak sah atau tanpa sepengetahuan pemilik,negatif,negatif,negatif
8e2090a2-5d46-4883-93b0-39bb250ecdbb,sangat baik dan aman,positif,positif,positif
1a501560-b1e2-4111-b431-a6e54243b501,"Halu sedikit, seandainya ada fitur Dana Pinjam 1-5 juta tenor 3 - 12 bulan, yang syaratnya nggak ribet, cair cepat ke Dana, Pembayaran langsung ke Dana, Dana akan lebih mantap. yang pasti ke_halu_an ini banyak yang setuju 😆😆, selama ini tiap saya butuh lgsg ke Spinjam di shopee.",ambigu,ambigu,ambigu
21cfe93c-7502-4399-b5c2-eb4218668a58,nyaman,ambigu,positif,ambigu
e50ddf66-97af-4f51-986e-d25e22566188,"Mantaap ,,,pengganti ATM ,cepat dan Aman",positif,positif,positif
2304f6fe-d793-44b9-8e51-1674c719ed06,makin kesini makin GK jelas dana udh permuk juga masih minta kode otp udh tau kartu saya hilang GK bisa Nerima kode otp akhirnya duit saya GK bisa ke ambil di dalam dana GK bakal gua gunain dana lagi,negatif,negatif,negatif
763e6b77-9432-40ee-9ce1-2e355062436c,bagus sekli mempermudahkan transaksi lebih aman dan dtaiill brow,positif,positif,positif
bb55e9ef-460e-49e4-8d37-923c29cdf657,"kendala dari otp, nomor udah hilang sama hp nya pihak dana responnya parah hasilnya ga sesuai laporan",negatif,negatif,negatif
a756d226-b183-43b7-b9eb-11229933fea1,cpt dan nyaman,ambigu,positif,ambigu
63fc6952-b4d5-487e-90eb-ee3ac5cd505e,Login ke dana,ambigu,ambigu,ambigu
c3c7f2d1-5596-467b-b53f-886c956f289b,apk bagus banget ngebantu juga buat jualan pulsa bayar listrik pokoknya praktis deh narok uang juga aman banget 👍,positif,positif,positif
14a33711-ab38-46df-afea-f2746245ae2e,mudah dan amanah,positif,positif,positif
6d3f7043-dc6e-4659-8f19-c4b17a2af0bd,"Dari smpai sekarang saya pakai dana sangat mempermudah transaksi saya dan saldo sampai sekarang untuk saldo tetap aman tanpa ada yang berkurang,, saran saya Kasih hadian buat pengguna dana yang telah banyak melakukan transaksi agar lebih menarik",positif,positif,positif
6f8f057e-1eb2-465d-902a-ed2e40ae86ac,nomor saya sudah hilang tetapi dari dulu bisa login hanya dengan pin dan verivikasi muka. kenapa sekarang verivikasi otp wa atau sms??? padahal ada saldo,ambigu,ambigu,ambigu
5d795890-4989-47d1-b725-5d3f0a88e7fe,"1. pengguna premium hanya bisa melakukan transfer gratis 10x dalam 1 bulan 2. kotak masuk delay nya sampai berjam-jam 3. melakukan pembayaran tidak muncul di kotak masuk kecuali top up dana 4. layanan dana cicil sudah sering pakai tapi tidak ada kenaikan limit 5. fitur keamanan extra ""berbayar"" yg harusnya penyedia layanan developer yg bertanggungjawab malah di bebankan ke kita yg hanya pengguna",negatif,negatif,negatif
ab46d25e-c6c3-484e-a91e-31ce614efacb,aman simple di gunakan,positif,positif,positif
9a5c510b-6189-4d87-aa61-df430846afab,masih aman aman aja...,positif,positif,positif
63a1ac62-ae5e-47cb-99a1-22c9d11ff036,jangan download aplikasih dana soalnya mudah dibobol saldo ku dicuri terus pihak dari dana tidak ada tindakan lebih lanjut soal saldo yang hilang kalau saldo hilang pihak dana tidak bisa bertanggung jawab,negatif,negatif,negatif
3553f681-7f90-4932-8cae-4770547eb788,aplikasi nya sangat bagus dan aman juga untuk menyimpan uang di aplikasi ini,positif,positif,positif
8327528d-cffa-41d6-98d3-196cb8997042,kurang aman,negatif,negatif,negatif
9dadc97f-6389-4650-b33d-6052b316a025,"saya kecewa krna kemarin saldo saya d potong/d sedot sebesar 650.000 oleh oknum yg mengatasnamakan telkomsel tp saya udh lapor ke dana lwt live chat malah d suruh lapor ke pihak berwajib,, katanya klw akun udh premium bakal aman nyatanya saya kecolongan gmn ni untuk keamanannya mohon d bantu biar ga ad lg yg kena dampaknya kaya saya tksh",negatif,negatif,negatif
c7052e88-f23f-47cd-a55a-1b787b4a65ae,alhamdulillah sllu amanah,positif,positif,positif
bf0af5b6-cf17-49f8-853a-03cd2af319e2,mohon di bantu kenapa saya belum bisa login di akun dana saya,negatif,negatif,negatif
553492d8-d24e-4a65-a360-0a377c17752e,"Tagihan Dana cicil Sudah Dilunasi Semua, Limit Tidak Bisa digunakan,,,Hapus Saja Fiturnya,,,Tidak Bermanfa'at ,,,Sebentar lagi sy Un instal,,,Pindah ke Ewallet sebelah,,,",ambigu,ambigu,ambigu
5faec42c-0bbc-4947-9bf0-be4f4e66b0dc,"Tingkat keamanannya kurang CSnya juga gajelas, tidak ada solusi malah lebih mudah menjadi CS hoax",negatif,negatif,negatif
e933f4fd-3393-4fba-b505-9dd1bfd59853,"keren,tingkatkan terus keamanannya",positif,positif,positif
425e8ff9-5a6d-487f-bd95-967ce7a172fa,"menurutku jangan pake dana mending ovo atau apk lainnya karena aku udah berkali-kali kehilangan uang di aplikasi ini, padahal ga pernah macem-macem dan emang banyak yang membenarkan hal tsb dan mereka si bilangnya pihak dana sendiri yang ambilin uang itu soalnya pihak dana tau loh kalo kita itu kebanyakan pake pin tanggal lahir",negatif,negatif,negatif
2f74ef68-089a-46cd-a247-629614565f28,dana tolong ganti saldo sya yg hilang 850 RB. yg secara tiba2 GK da sya sudah nelpon cs nya sudah chat Diana malah dapat email harus lapor ke polisi. tanggung jawab aplikasi ini gimana SMA kliennya.. fitur kemana sangat minim rentan di hack sama orang. sory udh gua uninstall.. aplikasi GK berfaedah dan TDK bertanggung jawab. utk yg lain mending GK usah download.. sayangi duit kalian dri pada di ambil cuma2 SMA orang GK bertanggung jawab .,negatif,negatif,negatif
9263e9f9-4672-499c-a98a-ff75aba94e82,bisa login ga pake kode otp ga,ambigu,ambigu,ambigu
bef721f6-026f-461d-8c62-ce5b564a36d4,bagus tapi gak ada pinjaman nya,ambigu,ambigu,ambigu
bf56b13d-eaa3-4ba8-a2a4-6949c068d349,tolong dana saya nggak bisa login karna saya di minta kode otp karna kartu yg saya pakai daftar udah hilang tolong dong dan saya juga udah isi saldonya seratus ribu bisa di kembalikan saldonya tolong dong kk,negatif,negatif,negatif
9a88c308-d394-4923-85dc-1196f7c7ae71,kenapa menu dana pinjam tidak ada di apk dana saya pada hal sudah premium dan upgred versi baru..... saya pengguna lama di apk ini.... malahan dari awal muncul apk dana saya sudah menggunakan nya,ambigu,ambigu,ambigu
9dca15b1-9570-4945-81e2-4d2afbcb7529,knp tidak bisa login,negatif,negatif,negatif
8d34e4fe-b31c-4bba-99d6-5123dc1bf306,bagus dan nyaman,positif,positif,positif
778cc177-21a6-48d0-867b-e245d572fd73,"buat kalian yang masih pake dana mending unistal sekarang, dana sekarang udh ga aman,tiba tiba dapet notif pembayaran an berhasil, kepotong sendiri masuk ke semacam situs ga jelas pokoknya padahal saya ga macem macem heran saya minta bantuan ke asisten dana juga malah di arahin ga jelas apk scam",negatif,negatif,negatif
824fbf96-5911-4f95-9318-5094dd52c06b,mempermudah kalau teman atau kerabat yg mau pinjam duit😁😁 tapi gak tau balikinya kapan,positif,positif,positif
645c597d-37f0-4174-b131-91209b5b01f0,sangat mudah dan nyaman,positif,ambigu,ambigu
83f53459-45ea-4472-b763-162cb9cf3147,biar ke baca pake dana udah lama masa tadi tiba tiba ada WhatsApp dari dana tentang paylater dana mana gede kalo buat batal suruh isi formulir kalo nggak ada jawaban katanya berarti di ACC apakah bocor data saya pokonya kalo ada tagihan saya tidak mau bayar karna saya tidak meras pinjam di dana paylater di aplikasi nya saja tidak ada fitur paylater,negatif,negatif,negatif
deb3e461-cb51-4483-a9ca-f915dce544d8,dana sudah tidak Aman lagi,negatif,negatif,negatif
5209bf1e-4ec9-46c0-ac5b-b903d214e47b,gak seru . gak ada pinjaman nya,ambigu,ambigu,ambigu
ce511bb4-8baf-4cf0-b7f7-a3a5cbfc069e,"e-wallet paling mudah dan nyaman di gunakan walau kadang bug, overall sudah bagus cuman tingkatkan lagi ya biar ngga bug. udah scan kadang cmn loading terus",positif,positif,positif
b87b71af-009c-4687-94de-533640a972f2,"Semenjak tahun 2022, chek in di A+ Reward selalu gagal karena masalah keamanan. Sudah melaporkan kejadian ini ke cs A+Reward dan cs dana melalui email tidak ada perubahan sama sekali, sehingga saya check in tidak bisa mengklaim Hadia saya.",ambigu,ambigu,ambigu
91a850e2-fc2f-4333-8879-98c4c336c30c,sangat cocok dan aman,positif,positif,positif
03613930-04da-4fa0-962f-0b3efee429a5,jangan donlod aplikasi ini.. krn kurang aman.. dr dulu pake baru kali ini bisa2nya saldo hilang dengan jumlah 198.000 ...,negatif,negatif,negatif
1259b2f1-8ce0-4564-a5d1-fa7479465e0e,pin nya susah,negatif,negatif,negatif
921a2d48-c3d0-4563-86a6-7050a0f36451,"dana tidak menjamin uang dan data kita aman.sudah verifikasi pakai ktp, kedip mata n pin tp kenapa msh bisa hilang data kita.kalau bnr2 aman tidak mungkn uang n data kita bisa hilang bgt aja. percuma pakai pin klu bisa kehilangan data pribadi n uang..... sebaik nya jangan sinpan uang didana karena tidak aman.",ambigu,ambigu,ambigu
75fff066-1457-4e5a-a61c-4d9fdfd17b19,dana sekarang jelek ga ada ke amanan uang saya hilang saya minta bantuan ke Diana eh pertanyaan nya di ulang trus saya kan cuma laporan uang saya hilang padahal dana saya udh update ke premium masih tetep hilang gimna pihak dana saya minta tanggung jawab nya,negatif,negatif,negatif
9173b0f0-a796-4616-9ea1-8e0c34d9b05e,DOMPET DIGITAL SANGAT TIDAK AMAN ..SALDO 200.000 TIBA2 ADA TRANSAKSI 190.000 DISISAIN 10.000. PADAHAL BELUM TRANSAKSI APAPUN . SANGAT MENGECEWAKAN!!!!!!,negatif,negatif,negatif
12c51189-6af1-4959-a434-8e286fa60d28,lebih dipertingkat lagi keamanan dan respon nya,negatif,positif,positif
78f6c8be-d095-4884-a2df-792100424203,"aplikasi yang sang at bags, cepat Dan aman",positif,positif,positif
fe5d0701-0dbd-490c-b632-164c1a2d8dc6,"lebih bagus LG klo ada buat pinjaman,jadi setiap bulan bisa tarik atau sebelum jatuh tempo bisa bayar,kan lebih mempermudah pengguna juga",ambigu,ambigu,ambigu
5914ded3-f26f-4f5f-8911-70f1bf131f1f,"setelah dana di perbarui sering kehilangan saldo, padahal saya sudah aktif Dana protection, selama ini main dana saya kehilangan saldo gimana dengan sistem dana ini padahal sudah ada sistem verifikasi wajah masih juga ada kehilangan saldonya.",negatif,negatif,negatif
1dde36a5-a646-4e10-a21a-e959b65b86d6,bertransaksi lbh cepat dan banyak fitur yg menarik dan dpt di gunakan dgn aman.,positif,positif,positif
5f99365e-b965-45fe-918c-14adc63c6ecf,Plis ini mah kalo login dana jangan pake verifikasi wajah ribet gue udah matiin fitur verifikasi wajah nya aduh plis lah anjir ribet ilanggin,negatif,negatif,negatif
1b786e71-0e7c-444b-9dcf-bb15d34b16f2,"kurang aman, saya pernah kehilangan",negatif,negatif,negatif
c1de2725-f921-43e4-b094-5336a360cdcf,"saya senang menggunakan aplikasi ini...mudahhh di gunakan,sangatt aman untuk keamanan di aplikasi ini,",positif,positif,positif
7ab65159-45d1-41bb-8fb2-da965b16aa1a,biar aman buat semua orng,ambigu,positif,positif
e4e784b2-ee92-47f1-b045-74d9cf703407,Uang saya ditarik oleh orang lain. tnpa sepengatahuan saya apakah tidak ada keamanannya ?,negatif,negatif,negatif
a143b688-f1cb-4cb5-94f1-a2edd9b0f6d8,sangat aman terkendali,positif,positif,positif
e92aba61-04c9-4723-956d-9b82521d3593,"tranksaksi selalu di bobol ,, uang saya rqib, bilang nya keamanan 100% tapi,, pas ajukan clqim dana tdk bisa dikbalikan. modusss semuaa",negatif,negatif,negatif
9ab0aaf2-9197-48d5-bb8c-0801090fede4,nyaman,ambigu,ambigu,ambigu
