reviewId,content,clean_content,at,score,sentimen
3da46958-2d27-471a-bebc-d3198d9cb106,lebih inovasi lagi ke depannya sesuai kebutuhan dan zaman,lebih inovasi lagi ke depannya sesuai kebutuhan dan zaman,2025-06-22 14:22:22,5,positif
33227b00-4ff4-470c-a66a-f0a68955f27c,akun dana dulu bagus sekarang banyak saldo yang hilang tolong di perbaiki biar aman sekaramg suda memulai orang pindah ke opo dikanakan dana kurang yeliti bisa dikti sama pencuri saldo dana buat apa pin kalow pencuri bisa ambil dado,akun dana dulu bagus sekarang banyak saldo yang hilang tolong di perbaiki biar aman sekaramg suda memulai orang pindah ke opo dikanakan dana kurang yeliti bisa dikti sama pencuri saldo dana buat apa pin kalow pencuri bisa ambil dado,2025-06-22 14:18:14,1,negatif
d6289e69-6a40-4aff-884f-1ca1dc2c6493,ganti nomer malah stack pindahin premium malah gagal gimana nih min capek aku,ganti nomer malah stack pindahin premium malah gagal gimana nih min capek aku,2025-06-22 14:17:59,1,negatif
1f8f8021-2dc7-470f-a16c-a95f231f17d4,APK SESAT UANG 400 MOGOK DIDALAM GARA² GAK BISA MENERIMA KODE OTP,apk sesat uang mogok didalam gara gak bisa menerima kode otp,2025-06-22 14:06:29,1,positif
f27859b1-48a5-44ba-a2f4-2806b3ff9afc,sumpah ini apk jelek nya kebangetan. masa nomor orang bisa tiba2 nyangkut di akun. alhasil jadi gabisa transaksi. saldo yang ada juga gabisa di kirim atau di tarik. segampang itu kah di hack akun dana. mending pada pake gopay lebih aman. ni apk busuk banget udah banyak banget korban nyaa. dasar apk gak guna. cs juga lelet. gabisa kerja. dasar apk bobrok,sumpah ini apk jelek nya kebangetan masa nomor orang bisa tiba nyangkut di akun alhasil jadi gabisa transaksi saldo yang ada juga gabisa di kirim atau di tarik segampang itu kah di hack akun dana mending pada pake gopay lebih aman ni apk busuk banget udah banyak banget korban nyaa dasar apk gak guna cs juga lelet gabisa kerja dasar apk bobrok,2025-06-22 14:04:34,1,negatif
b0091e55-6ca4-4cba-a829-b302ef30ce59,Nomor akun hilang gimana cara bukanya ya kak,nomor akun hilang gimana cara bukanya ya kak,2025-06-22 13:57:17,2,negatif
8a87824b-04bb-4294-b39c-3fdebc1e420b,buruk sekali masa verifikasi muka tidak terbaca terussss😒😒,buruk sekali masa verifikasi muka tidak terbaca terussss,2025-06-22 13:50:59,1,negatif
5858558d-923d-456e-bbcd-6cc4343c11b7,saya kecewa karna aplikasi dana sekarang sudah rawan di hack,saya kecewa karna aplikasi dana sekarang sudah rawan di hack,2025-06-22 13:47:12,5,negatif
37ff03c4-df14-40ec-a0a4-4d8682e3b4ff,saya kecewa karena di akun saya tidak ada yang namanya fitur dana instan.,saya kecewa karena di akun saya tidak ada yang namanya fitur dana instan,2025-06-22 13:41:35,1,negatif
6a253c5c-b279-448b-8111-fd2ff3053560,ni dompet aneh. rekening pakai no hp. tp ketika login tidak ada pilihan kirim OTP...! akhirnya ninaplikasi tak terpakai,ni dompet aneh rekening pakai no hp tp ketika login tidak ada pilihan kirim otp akhirnya ninaplikasi tak terpakai,2025-06-22 13:37:47,5,negatif
522c1b68-b31b-485f-8919-5cb11d2bd1df,Dana jd alternatif saya dalam kirim uang. Sejauh ini cukup nyaman dalam penggunaannya,dana jd alternatif saya dalam kirim uang sejauh ini cukup nyaman dalam penggunaannya,2025-06-22 13:27:09,5,negatif
23c8aa10-5204-4ee1-81e7-c89d940616d7,"aplikasinya lumayan bagus tpi sayang, nggak bisa di pinjam , berkali kali pinjam pun GX mau , kasi bintang 3 ajx .",aplikasinya lumayan bagus tpi sayang nggak bisa di pinjam berkali kali pinjam pun gx mau kasi bintang ajx,2025-06-22 13:14:29,3,positif
23d8e96e-80a2-43f8-b19b-957a493defe0,bagus cuma saya gak bisa pinjam uang,bagus cuma saya gak bisa pinjam uang,2025-06-22 13:11:27,5,positif
a13addfe-d2dc-4135-b16b-b602ac97264e,login akun selalu gagal aplikasi busuk,login akun selalu gagal aplikasi busuk,2025-06-22 13:09:06,1,negatif
c813c485-df30-4b27-a717-61d0bed37005,"APLIKASI BODOH, WAJAH KOK GABISA DIVERIFIKASI. PADAHAL IPHONE ATAU APLIKASI LAINNYA AJA GA BERMASALAH VERIVIKASI WAJAH. HABIS ITU GAADA ALTERNATIF LAIN",aplikasi bodoh wajah kok gabisa diverifikasi padahal iphone atau aplikasi lainnya aja ga bermasalah verivikasi wajah habis itu gaada alternatif lain,2025-06-22 13:07:32,1,negatif
e432c4e5-0ed0-4725-aeec-49403b7ec2ca,"untuk login akun ada kendala saat menerima kode verifikasi tidak ada pilihan kirim kode verifikasi ke nomor tlpn,tolong segera di atasi,sudah coba dari kemarin tidak bisa",untuk login akun ada kendala saat menerima kode verifikasi tidak ada pilihan kirim kode verifikasi ke nomor tlpntolong segera di atasisudah coba dari kemarin tidak bisa,2025-06-22 12:52:57,3,negatif
a339e458-bc82-443f-9aa6-b22d7e85421e,simpel dan efisien klau bisa biaya admin nya gratis terus tingkat kan terus pelayanan agar pengguna benar2 merasa aman dan nyaman,simpel dan efisien klau bisa biaya admin nya gratis terus tingkat kan terus pelayanan agar pengguna benar merasa aman dan nyaman,2025-06-22 12:49:07,5,positif
42ec5986-f456-4236-87e2-dc45e0234507,"aplikasi yang sangat membagongkan , terulang kembali saldo hilang , dan yang lebih membagongkanya pihak dana tidak bisa memberi penyelesaian yang sesuai atau pengembalian dana ,, ,buruk dalam keamanan transaksi sampai merugikan ,,",aplikasi yang sangat membagongkan terulang kembali saldo hilang dan yang lebih membagongkanya pihak dana tidak bisa memberi penyelesaian yang sesuai atau pengembalian dana buruk dalam keamanan transaksi sampai merugikan,2025-06-22 12:47:59,1,negatif
009c30b9-284a-4c6b-9f92-f3920d7f8a14,"ketika daftar, saya langsung masuk ke menu masukan Pin setelah memasukan nomor hp. tolong solusinya gimana?",ketika daftar saya langsung masuk ke menu masukan pin setelah memasukan nomor hp tolong solusinya gimana,2025-06-22 12:41:35,1,negatif
b934762f-bd92-4c23-8c88-fd44eb490a4c,tolong perbaiki saya tidak bisa login kembali ke akun dana saya dikarenakan diminta kode OTP terus padahal sebelumnya bisa login tanpa diminta kode OTP di akun dana saya masih ada saldo nya tolong lah jangan curang,tolong perbaiki saya tidak bisa login kembali ke akun dana saya dikarenakan diminta kode otp terus padahal sebelumnya bisa login tanpa diminta kode otp di akun dana saya masih ada saldo nya tolong lah jangan curang,2025-06-22 12:33:20,1,negatif
00ed89f2-3fe2-4e57-a20f-2335a7e085c8,"maaf ditingkatkan lagi keamanan nya,karena banyak penipu memakai atas nama akun dana",maaf ditingkatkan lagi keamanan nyakarena banyak penipu memakai atas nama akun dana,2025-06-22 12:15:42,5,negatif
cf038957-ef21-4983-b086-2100258caf00,KODE OTP MULU!!! MENDING GOPAY COY!!!,kode otp mulu mending gopay coy,2025-06-22 12:15:05,1,negatif
1fa31847-4360-4af4-ba84-c395cf0d1a21,mudah di gunakan aman dan terpercaya,mudah di gunakan aman dan terpercaya,2025-06-22 12:06:59,5,positif
59285a28-c021-46d5-b48f-f39c9b560524,"transaksi berhasil, tapi orderan di proses sudah 2 hari lamanya.",transaksi berhasil tapi orderan di proses sudah hari lamanya,2025-06-22 12:02:21,1,positif
be96b5be-9328-4649-a38b-cd9d7d27f90d,"parah dana skrng,.telat bayar ajj sdh ga bsa d pakai lgi limit nya,.ga kaya apk sblh...dana skrng engga kaya dana dlu bnyk zonk nya skrng...saldo 100rb hilang di ambil pihak exsis tpi pihak dana tdk bertamggung jawab...bingung apk dana skrng,...kta nya dana hilang uang kembali...padahal keamanan sya smua udh 100%..tpi msh ajj k bobol d dana...dana cicil sdh tdk bsa d pakai/d bekukan,.saldo hilang tiba2 100 rb trus pihak dana blm ad k putusan/respon...skrng sya tdk mau pkai dana lgi lah...mksh",parah dana skrngtelat bayar ajj sdh ga bsa d pakai lgi limit nyaga kaya apk sblhdana skrng engga kaya dana dlu bnyk zonk nya skrngsaldo rb hilang di ambil pihak exsis tpi pihak dana tdk bertamggung jawabbingung apk dana skrngkta nya dana hilang uang kembalipadahal keamanan sya smua udh tpi msh ajj k bobol d danadana cicil sdh tdk bsa d pakaid bekukansaldo hilang tiba rb trus pihak dana blm ad k putusanresponskrng sya tdk mau pkai dana lgi lahmksh,2025-06-22 11:51:07,1,negatif
a3c5c39c-36c5-4a5e-bd23-454ee1d9b03b,lupa pin tpi mau masuk lgi susah,lupa pin tpi mau masuk lgi susah,2025-06-22 11:50:48,3,negatif
3f7ce3c6-ab27-41a4-a315-6f3d2ca2c4bf,"kenapa mau ganti nomor akun susah sekali sedangkan nomor yang terdaftar sudah hilang,, jadi tidak dapat mengakses kode otp, sedangkan login dinintai kode otp... gak ada solusinya",kenapa mau ganti nomor akun susah sekali sedangkan nomor yang terdaftar sudah hilang jadi tidak dapat mengakses kode otp sedangkan login dinintai kode otp gak ada solusinya,2025-06-22 11:50:03,1,negatif
472f8ae0-310d-4bd0-b7de-43f895e1e7c3,adanya aplikasi dana ini lebah nyaman bertransaksi 🙏👍,adanya aplikasi dana ini lebah nyaman bertransaksi,2025-06-22 11:41:41,5,negatif
3ca5bf67-520b-4557-872c-8802f6cc7b84,sangat membantu dalam transaksi tapi klo kirim pakek QR khusus nya QR judol hati hati bisa ke hack,sangat membantu dalam transaksi tapi klo kirim pakek qr khusus nya qr judol hati hati bisa ke hack,2025-06-22 11:38:47,5,negatif
5f99365e-b965-45fe-918c-14adc63c6ecf,Plis ini mah kalo login dana jangan pake verifikasi wajah ribet gue udah matiin fitur verifikasi wajah nya aduh plis lah anjir ribet ilanggin,plis ini mah kalo login dana jangan pake verifikasi wajah ribet gue udah matiin fitur verifikasi wajah nya aduh plis lah anjir ribet ilanggin,2025-06-22 11:33:02,5,negatif
8e89d68a-51ec-4125-b387-5efe0e39f1b5,"tolong di perhatikan ya aplikasi ini saya tidak bisa login padahal akun saya udah premium cuma gara gara nomor tidak aktif, padahal muka udah di verifikasi sandi udah bener malah minta otp aplikasi yang sangat tidak membantu 👎👎👎",tolong di perhatikan ya aplikasi ini saya tidak bisa login padahal akun saya udah premium cuma gara gara nomor tidak aktif padahal muka udah di verifikasi sandi udah bener malah minta otp aplikasi yang sangat tidak membantu,2025-06-22 11:12:44,1,negatif
5e77c23e-b811-4ce1-9456-1158a986d073,aplikasi sangat bagus dan aman untuk penyimpanan saldo,aplikasi sangat bagus dan aman untuk penyimpanan saldo,2025-06-22 10:46:46,5,positif
7d6f7778-5a6b-4d91-9652-b0bb18744de1,uang saya hilang 500ribu kemarin dan gk bisa d refund tolong dana keamanan ny tingkatin dong saya gk klik apapun karena setelah ada uang masuk saya langsung tidur eh 5 menit kemudian uang saya hilang ada transaksi ke AXIS padahal pagi ny mau saya ambil buat beli obat,uang saya hilang ribu kemarin dan gk bisa d refund tolong dana keamanan ny tingkatin dong saya gk klik apapun karena setelah ada uang masuk saya langsung tidur eh menit kemudian uang saya hilang ada transaksi ke axis padahal pagi ny mau saya ambil buat beli obat,2025-06-22 10:39:14,3,negatif
583f751f-0543-46b7-b55f-d00f395576d6,"saya ada kendala ga bisa masuk krn nmr sudah tidak aktif,,gimana cara dapet verifikasi selain lewat nmr kak..",saya ada kendala ga bisa masuk krn nmr sudah tidak aktifgimana cara dapet verifikasi selain lewat nmr kak,2025-06-22 10:32:52,2,negatif
7d997fcf-ed79-493b-a53f-771b75eaa329,"aplikasi ribet,tidak ada toleransi... Padahal sudah nyata nomor aplikasi saya sudah hangus...di suruh pemindahan akun...malah tidak bisa karena alasan keamanan",aplikasi ribettidak ada toleransi padahal sudah nyata nomor aplikasi saya sudah hangusdi suruh pemindahan akunmalah tidak bisa karena alasan keamanan,2025-06-22 10:29:59,1,negatif
db7d3741-e463-4210-bd97-da2b665c720d,"pin udh bner ,20 kali verifikasi wajah pun gk bsa masuk,nomor hp hilang uang d dana auto hilang payah..",pin udh bner kali verifikasi wajah pun gk bsa masuknomor hp hilang uang d dana auto hilang payah,2025-06-22 10:07:45,1,negatif
9db4762f-163e-4e6b-a271-619e3631b41f,"transaksi tidak dikenal, tanpa kata sandi langsung auto kepotong dana saya, sama sekali gak ada solusi yang jawab boot, aneh gak aman sama sekali, komplain aja susah minta ampun, Jagan pakai aplikasi ini, bisa bisa nya transaksi tanpa sandi bisa auto debet",transaksi tidak dikenal tanpa kata sandi langsung auto kepotong dana saya sama sekali gak ada solusi yang jawab boot aneh gak aman sama sekali komplain aja susah minta ampun jagan pakai aplikasi ini bisa bisa nya transaksi tanpa sandi bisa auto debet,2025-06-22 10:07:23,1,negatif
49023ee5-4bed-4188-ab10-356fa995550b,dana makin kesini makin kurang aman barusan dana saya kebobol tgl 22 05 2025 16.10wib kehilangan saldo 217.000,dana makin kesini makin kurang aman barusan dana saya kebobol tgl wib kehilangan saldo,2025-06-22 10:04:19,2,negatif
702846d8-6680-458f-a692-129434bc078e,"Mengapa Akun Saya Tidak Bisa Di Buka Dan Slalu Kembali Memasukan Pin Padahal Pin Saya Sudah Benar Dan Verifikasi Wajah Pun Sudah Benar? Saya Coba Di Hp Lain Pun Sama Tidak Bisa Login, Mohon SolusiNya Dan Perbaikin!!!",mengapa akun saya tidak bisa di buka dan slalu kembali memasukan pin padahal pin saya sudah benar dan verifikasi wajah pun sudah benar saya coba di hp lain pun sama tidak bisa login mohon solusinya dan perbaikin,2025-06-22 10:03:25,1,negatif
86ef34e8-ef61-45c6-ac80-9d79e6a2914b,aplikasi ajg burik masa iya keamanan udah on semua tiba tiba saldo gua hilang sendiri terus udah melapor malah ribet bolak balik aja katanya coba lagi nanti dll Gajelas banget sumpah Al hasil saldo gw 380 hilang dan katanya 💯 uang kembali nyatanya ga kembaliiii sama sekali padahal udah lapor,aplikasi ajg burik masa iya keamanan udah on semua tiba tiba saldo gua hilang sendiri terus udah melapor malah ribet bolak balik aja katanya coba lagi nanti dll gajelas banget sumpah al hasil saldo gw hilang dan katanya uang kembali nyatanya ga kembaliiii sama sekali padahal udah lapor,2025-06-22 09:58:01,1,negatif
444c957f-3db1-41aa-82db-f74c69d6d432,"Kenapa sekarang dana tidak bisa lihat transaksi/history sudah hampir 3 bulan. mohon bantuannya soalnya sangat tidak nyaman. Maaf saya kasih Bintang 3, nanti kalau sudah diperbaiki saya kasih Bintang 5. Terimakasih",kenapa sekarang dana tidak bisa lihat transaksihistory sudah hampir bulan mohon bantuannya soalnya sangat tidak nyaman maaf saya kasih bintang nanti kalau sudah diperbaiki saya kasih bintang terimakasih,2025-06-22 09:51:30,3,negatif
955d3bdb-0f68-4dda-af8a-05442e12590d,sudah make aplikasi dana bertahun-tahun tapi fitur pinjaman kenapa belum muncul padahal sudah sering top up dan transaksi. tolong dong untuk fitur seperti dana cicil di aktif kan di akun saya terima kasih 🙏,sudah make aplikasi dana bertahuntahun tapi fitur pinjaman kenapa belum muncul padahal sudah sering top up dan transaksi tolong dong untuk fitur seperti dana cicil di aktif kan di akun saya terima kasih,2025-06-22 09:37:52,5,negatif
4d2f2b5c-6720-49d5-a1fc-81549929a89c,saya tidak bisa login selalu force close dan tidak bisa melakukan pembayaran mau disuruh clear cache atau sebagainya tetap tidak bisa!,saya tidak bisa login selalu force close dan tidak bisa melakukan pembayaran mau disuruh clear cache atau sebagainya tetap tidak bisa,2025-06-22 09:35:54,1,negatif
2a9919d7-ac15-414a-aa47-f67164472624,"y itu masalahnya hanya bisa d buka d wifi tidak bisa d buka dg data ,, pdhl jaringan full data seluler aman",y itu masalahnya hanya bisa d buka d wifi tidak bisa d buka dg data pdhl jaringan full data seluler aman,2025-06-22 09:35:06,4,negatif
fbadefb3-0511-41ab-b71c-2e89cc7208da,ga aman,ga aman,2025-06-22 08:57:57,3,positif
bc4c79bf-f83f-4882-ba79-db0fb415917d,kenapa saya tidak bisa login akun dana saya padahal jelas itu akun saya pakai muka saya knp tidak bisa di buka tolong bantu,kenapa saya tidak bisa login akun dana saya padahal jelas itu akun saya pakai muka saya knp tidak bisa di buka tolong bantu,2025-06-22 08:57:42,1,negatif
1fcabf5e-f168-40cb-a94b-30436d5b782a,harus nya otp nya GK ada in.soal nya kartu nya ilang,harus nya otp nya gk ada insoal nya kartu nya ilang,2025-06-22 08:56:03,5,negatif
3f48e2a1-4e18-4598-b99b-daebc1962b27,DANA SEKARANG JADI JELEK. BARU DOWNLOAD LAGI TAPI GABISA LOGIN HARUS PAKE VERIFIKASI WAJAH TAPI DAH DI COBA GABISA MALAH GAGAL TERUS GIMANA INI???? PADAHAL MUKA UDAH JELAS SAMA PENCAHAYAAN NYA. GIMANA INI MANA MASIH ADA UANG SAYA DI DANA SEDANGKAN GABISA LOGIN,dana sekarang jadi jelek baru download lagi tapi gabisa login harus pake verifikasi wajah tapi dah di coba gabisa malah gagal terus gimana ini padahal muka udah jelas sama pencahayaan nya gimana ini mana masih ada uang saya di dana sedangkan gabisa login,2025-06-22 08:54:11,1,negatif
cdaed306-4e7d-45b8-8633-d41c6d690600,"saya sangat kecewa, saya ada Kendala di lupa pin , padahal saya sudah pencet lupa pin eh malah error, padahal nya juga saya sudah ganti nomer baru masih tidak bisa 👎👎👎",saya sangat kecewa saya ada kendala di lupa pin padahal saya sudah pencet lupa pin eh malah error padahal nya juga saya sudah ganti nomer baru masih tidak bisa,2025-06-22 08:20:28,1,negatif
72efb755-7c29-4567-afa7-19ef16a48a5a,"ini dana gimana sih keamanannya tolok banget,masa duit gw ilang 2 kli, kmrin2 ilang 500 ribu lebih,skrang 100 ribu",ini dana gimana sih keamanannya tolok bangetmasa duit gw ilang kli kmrin ilang ribu lebihskrang ribu,2025-06-22 08:11:09,1,negatif
701e0524-7043-42b4-992c-0345f25fb8bc,Sudah baik sekarang.. sudah saya revisi penilaiannya.. Tingkatkan kecepatan dan keamanan,sudah baik sekarang sudah saya revisi penilaiannya tingkatkan kecepatan dan keamanan,2025-06-22 07:23:26,5,positif
1a6cf774-febb-4166-af88-18996a8cd71f,"menentukMakin dekat dengan teman terpercaya lewat Feed dan nikmati pembayaran yang lebih aman dan lancar. Kami juga meningkatkan performa dan memperbaiki bug. Yuk, update sekarang!an",menentukmakin dekat dengan teman terpercaya lewat feed dan nikmati pembayaran yang lebih aman dan lancar kami juga meningkatkan performa dan memperbaiki bug yuk update sekarangan,2025-06-22 07:22:10,5,positif
6d955179-f1b7-4c04-8291-743819402d5b,mau login tapi harus pake kode otp sedangkn nomor nya hangus gimna min cara nya,mau login tapi harus pake kode otp sedangkn nomor nya hangus gimna min cara nya,2025-06-22 07:18:47,5,negatif
a3efbeab-1cdf-4219-b03b-5b7a5c47e523,verifikasi nya sekarang agak susah..,verifikasi nya sekarang agak susah,2025-06-22 06:54:21,3,negatif
b93712b4-9dab-4d7d-94a5-fdce20982655,didana ini sulitnya nomor sendiri akun sendiri udah pake aplikasi wajah tetep make otp.. nomor hilang ya Udah sulit kebuka..itu aja sih kejelekan dana ini,didana ini sulitnya nomor sendiri akun sendiri udah pake aplikasi wajah tetep make otp nomor hilang ya udah sulit kebukaitu aja sih kejelekan dana ini,2025-06-22 06:47:24,5,negatif
0f8b4c55-e55e-4101-8124-3e2348dec9a9,aman,aman,2025-06-22 06:41:47,1,positif
b01a1fbb-0706-4d92-af88-c4224b916201,aplikasi taik gak bisa masuk padahal udah premium duit saya malah terjebak di aplikaai taik ni tolong perbaiki lagi login nya,aplikasi taik gak bisa masuk padahal udah premium duit saya malah terjebak di aplikaai taik ni tolong perbaiki lagi login nya,2025-06-22 06:34:43,1,negatif
f0640dba-94a4-41e5-92f4-cb2d6ab7839a,saya kehilangan dana tidak ada beri tanggung jawab nya ga nyaman,saya kehilangan dana tidak ada beri tanggung jawab nya ga nyaman,2025-06-22 06:23:17,1,negatif
c7d3ba30-5a8d-458b-a4e9-3fa3972a93d0,mempermudah proses pembayaran.. paling aman dan terpercaya,mempermudah proses pembayaran paling aman dan terpercaya,2025-06-22 06:19:32,5,positif
9628755c-c639-4060-9ebf-0615fe4ba7ff,kenapa si setiap masuk akun harus ada otp padalh dulu mh GX ada pake otp,kenapa si setiap masuk akun harus ada otp padalh dulu mh gx ada pake otp,2025-06-22 06:19:23,2,negatif
2d940e00-3089-41fe-aae6-272e38369830,"Fitur verifikasi muka sangat merepotkan, saya tidak bisa masuk ke akun saya karena hal itu, tolong bagaimana ini? jika memang fitur belum mumpuni jangan gunakan fitur tersebut, apalagi mewajibkan hal tersebut menjadi langkah-langkah untuk masuk ke akun dana yang dipunyai, tolong ini segera direspon, tolong kebijakannya dari tim dana",fitur verifikasi muka sangat merepotkan saya tidak bisa masuk ke akun saya karena hal itu tolong bagaimana ini jika memang fitur belum mumpuni jangan gunakan fitur tersebut apalagi mewajibkan hal tersebut menjadi langkahlangkah untuk masuk ke akun dana yang dipunyai tolong ini segera direspon tolong kebijakannya dari tim dana,2025-06-22 06:17:27,1,negatif
eb9fc296-58a4-444b-a3ef-abb796934e32,"Akun saya di hack, laporan email lama gak ditanggepin sampai sekarang, mengecewakan",akun saya di hack laporan email lama gak ditanggepin sampai sekarang mengecewakan,2025-06-22 06:15:58,1,negatif
7b8fb7c4-b95d-486d-8a4d-2d23ad98390e,"KEAMANAN YANG TIDAK SESUAI DENGAN KUALITAS!! SALDO HILANG. DAN TIBA"" TRANSAKSI BERHASIL KE ORANG YANG TANPA KITA KETAHUI YG TANPA KITA LAKUKAN SENDIRI!! TOLONG KEMBALIKAN SALDO SAYA!!! JANJI 4 HARI SALDO KEMBALI. TAPI MANA SUDAH hampir 2MINGGU",keamanan yang tidak sesuai dengan kualitas saldo hilang dan tiba transaksi berhasil ke orang yang tanpa kita ketahui yg tanpa kita lakukan sendiri tolong kembalikan saldo saya janji hari saldo kembali tapi mana sudah hampir minggu,2025-06-22 06:09:27,1,negatif
7f74573a-f45c-462e-934a-5c4c036e2567,makin kesini makin parah dana sudah tidak jelas saldo bisa hilang akun tidak bisa login,makin kesini makin parah dana sudah tidak jelas saldo bisa hilang akun tidak bisa login,2025-06-22 06:08:34,1,negatif
05909ead-d468-43fe-a924-7b8eedd1bf07,lama nggak jelas lah apk dana . kode otp biyasa pake wa ini kok pakes sms semakin nggak jelas,lama nggak jelas lah apk dana kode otp biyasa pake wa ini kok pakes sms semakin nggak jelas,2025-06-22 06:07:48,1,negatif
6bfd31f5-a69a-469b-b1a9-b6471106c115,katanya nya dana aman uang saya udah berapa kali hilang pas aku cht Diana nya ngak di tindak,katanya nya dana aman uang saya udah berapa kali hilang pas aku cht diana nya ngak di tindak,2025-06-22 05:58:51,1,negatif
94ee381b-bec5-4ab8-9a45-a660d26b4321,aman,aman,2025-06-22 05:53:16,5,positif
181749b7-7c96-4c84-ae14-089b3ccc6afb,"masih kecewa terhadap aplikasi ini.karena tidak ada penyelesain ketika ada akun yang bermasalah,sudah lebih dari 3 bulan masalah belum bisa di selesaikan..tolong pihak dana,ini masukan untuk kalian,buatlah kepercayaan dan kenyamanan untuk kami.memakai aplikasi ini.terimakasih",masih kecewa terhadap aplikasi inikarena tidak ada penyelesain ketika ada akun yang bermasalahsudah lebih dari bulan masalah belum bisa di selesaikantolong pihak danaini masukan untuk kalianbuatlah kepercayaan dan kenyamanan untuk kamimemakai aplikasi initerimakasih,2025-06-22 05:50:02,1,negatif
2fb33037-da1a-4ff5-9824-974dc7dfeb6d,kenapa sekarang kalau login harus pakai deteksi wajah jadi memperibet dana sekarang,kenapa sekarang kalau login harus pakai deteksi wajah jadi memperibet dana sekarang,2025-06-22 05:48:40,1,negatif
d16fe959-513e-48ff-843a-43ca98f57634,"kecewa dengan keamanan & penanganan,semoga kedepannya bisa di perbaiki",kecewa dengan keamanan penanganansemoga kedepannya bisa di perbaiki,2025-06-22 05:22:26,2,negatif
